country,scenario,year,naphta_total,naphta_domestic,naphta_imported,electricity_demand_from_naphta,ch4_demand_from_naphta,h2_demand_from_naphta,demand_factor,import_share
PT,intermediary-eu-naphta,2026,11868413.91271198,11516782.59055714,351631.32215484045,675574.4667620817,183347.17884166967,102960.03635958083,0.9723337689385245,0.029627490643734322
PT,intermediary-eu-naphta,2027,11820940.257061133,11413361.882893937,407578.37416719645,669507.8080505583,181700.72117567147,102035.4552330718,0.9684444338627705,0.03447935319051572
PT,intermediary-eu-naphta,2028,11773656.496032888,11310869.893185548,462786.6028473396,663495.6279342643,180069.04869951392,101119.17684507881,0.9645706561273194,0.03930695642456315
PT,intermediary-eu-naphta,2029,11726561.870048758,11209298.281544743,517263.58850401454,657537.4371954146,178452.0286421923,100211.12663701,0.9607123735028101,0.044110421642440355
PT,intermediary-eu-naphta,2030,10511690.060311707,9997774.904678825,513915.15563288145,586469.4759084599,159164.5764824869,89380.1076478287,0.861182571607919,0.04888986953422808
PT,intermediary-eu-naphta,2031,10301456.259105472,9748830.309552321,552625.9495531507,571866.3859583391,155201.37852807296,87154.54296739775,0.8439589201757606,0.053645420186557005
PT,intermediary-eu-naphta,2032,10095427.133923361,9506084.434844466,589342.6990788952,557626.9129479764,151336.8642027239,84984.39484750952,0.8270797417722453,0.058377193085624335
PT,intermediary-eu-naphta,2033,9893518.591244893,9269382.93241684,624135.6588280536,543742.0028155717,147568.5762840761,82868.28341580655,0.8105381469368004,0.06308530712019607
PT,intermediary-eu-naphta,2034,9695648.219419995,9038575.29739966,657072.9220203348,530202.826945464,143894.11873460258,80804.86315875297,0.7943273839980644,0.06776988058459506
PT,intermediary-eu-naphta,2035,9501735.255031595,8813514.772494407,688220.4825371876,517000.77655452193,140311.15517811096,78792.82206610001,0.778440836318103,0.07243103118167221
PT,intermediary-eu-naphta,2036,9216683.197380647,8506363.782672977,710319.41470767,498983.2994915968,135421.3114201538,76046.89221709642,0.7550876112285598,0.07706887602576386
PT,intermediary-eu-naphta,2037,8940182.701459227,8209917.004846823,730265.6966124037,481593.73150431464,130701.87871716142,73396.6580233306,0.7324349828917031,0.08168353164563504
PT,intermediary-eu-naphta,2038,8671977.220415449,7923801.39722791,748175.8231875384,464810.1899613892,126146.91824386833,70838.78449121752,0.7104619334049519,0.08627511398740685
PT,intermediary-eu-naphta,2039,8411817.903802987,7647656.918534519,764160.985268468,448611.5548412349,121750.69814306955,68370.0528516986,0.6891480754028034,0.09084373841746984
PT,intermediary-eu-naphta,2040,7252856.325945687,6561009.844376526,691846.4815691607,384868.837471127,104451.27672247429,58655.42800872614,0.5941987850139727,0.09538951972538241
PT,intermediary-eu-naphta,2041,7035270.636167316,6332358.651300004,702911.984867312,371456.1584852582,100811.14972869607,56611.286342622036,0.5763728214635535,0.0999125721267555
PT,intermediary-eu-naphta,2042,6824212.517082295,6111675.952302198,712536.5647800975,358510.9113620469,97297.881160651,54638.383013581646,0.5590816368196468,0.10441300926612171
PT,intermediary-eu-naphta,2043,6619486.141569827,5898684.0453644665,720802.0962053603,346016.80610107956,93907.0500022023,52734.23536555833,0.5423091877150574,0.1088909442197911
