country,year,jet_fossil_kt_per_yr,jet_total_kt_per_yr,jet_esaf_kt_per_yr,h2_esaf_kt_per_yr
HU,2046,0.0,0.0,0.0,0.0
HU,2047,0.0,0.0,0.0,0.0
HU,2048,0.0,0.0,0.0,0.0
HU,2049,0.0,0.0,0.0,0.0
HU,2050,0.0,0.0,0.0,0.0
IE,2025,2825.794246394811,2825.794246394811,0.0,0.0
IE,2026,2910.5680737866555,2910.5680737866555,0.0,0.0
IE,2027,2997.885116000255,2997.885116000255,0.0,0.0
IE,2028,3087.8216694802627,3087.8216694802627,0.0,0.0
IE,2029,3175.342882472375,3180.456319564671,5.113437092295953,2.5567185461479767
IE,2030,3262.7300414917663,3275.870009151611,13.139967659844842,6.569983829922421
IE,2031,3091.26898066699,3374.1461094261595,282.8771287591694,141.4385643795847
IE,2032,2919.807919842213,3475.3704927089443,555.5625728667314,277.7812864333657
IE,2033,2748.346859017436,3579.631607490213,831.2847484727768,415.6423742363884
IE,2034,2576.8857981926603,3687.0205557149193,1110.134757522259,555.0673787611295
IE,2035,2405.424737367883,3797.631172386367,1392.2064350184837,696.1032175092419
IE,2036,2233.9636765431064,3911.560107557958,1677.5964310148515,838.7982155074258
IE,2037,2062.5026157183293,4028.9069107846967,1966.4042950663675,983.2021475331837
IE,2038,1891.0415548935523,4149.774118108238,2258.732563214686,1129.366281607343
IE,2039,1719.5804940687756,4274.267341651485,2554.6868475827096,1277.3434237913548
IE,2040,1548.1194332439993,4402.495361901029,2854.3759286570303,1427.1879643285151
IE,2041,1467.607282943669,4534.570222758061,3066.9629398143925,1533.4814699071962
IE,2042,1387.0951326433392,4670.6073294408025,3283.5121967974633,1641.7560983987316
IE,2043,1306.5829823430092,4810.725549324027,3504.142566981018,1752.071283490509
IE,2044,1226.070832042679,4955.0473158037485,3728.976483761069,1864.4882418805346
IE,2045,1145.5586817423489,5103.698735277861,3958.1400535355115,1979.0700267677557
IE,2046,1065.0465314420194,5256.809697336196,4191.763165894177,2095.8815829470886
IE,2047,984.5343811416894,5414.513988256283,4429.979607114593,2214.9898035572965
IE,2048,904.0222308413591,5576.949407903971,4672.927177062612,2336.463588531306
IE,2049,823.5100805410294,5744.257890141091,4920.747809600061,2460.3739048000307
IE,2050,742.9979302406994,5916.5856268453235,5173.587696604624,2586.793848302312
IT,2025,79047.55056942682,79047.55056942682,0.0,0.0
IT,2026,81418.97708650962,81418.97708650962,0.0,0.0
IT,2027,83861.54639910492,83861.54639910492,0.0,0.0
IT,2028,86377.39279107806,86377.39279107806,0.0,0.0
IT,2029,88825.67348905106,88968.71457481041,143.04108575935243,71.52054287967621
IT,2030,91270.20421895712,91637.77601205472,367.5717930975952,183.7858965487976
IT,2031,86473.82638871491,94386.90929241637,7913.082903701463,3956.5414518507314
IT,2032,81677.44855847266,97218.51657118887,15541.068012716205,7770.5340063581025
IT,2033,76881.07072823045,100135.07206832453,23254.00134009408,11627.00067004704
IT,2034,72084.69289798824,103139.12423037428,31054.43133238604,15527.21566619302
IT,2035,67288.31506774599,106233.2979572855,38944.982889539504,19472.491444769752
IT,2036,62491.93723750377,109420.29689600407,46928.3596585003,23464.17982925015
IT,2037,57695.55940726155,112702.9058028842,55007.34639562265,27503.673197811324
IT,2038,52899.18157701933,116083.99297697072,63184.811399951395,31592.405699975698
IT,2039,48102.80374677709,119566.51276627986,71463.70901950277,35731.854509751385
IT,2040,43306.42591653488,123153.50814926824,79847.08223273336,39923.54111636668
IT,2041,41054.21371798635,126848.1133937463,85793.89967575995,42896.949837879976
IT,2042,38802.00151943783,130653.55679555869,91851.55527612087,45925.777638060434
IT,2043,36549.78932088931,134573.16349942546,98023.37417853615,49011.687089268074
IT,2044,34297.57712234077,138610.3584044082,104312.78128206744,52156.39064103372
IT,2045,32045.364923792255,142768.66915654048,110723.30423274823,55361.65211637411
IT,2046,29793.15272524374,147051.72923123668,117258.57650599294,58629.28825299647
IT,2047,27540.940526695216,151463.2811081738,123922.34058147858,61961.17029073929
IT,2048,25288.728328146688,156007.17954141903,130718.45121327235,65359.22560663617
IT,2049,23036.516129598167,160687.3949276616,137650.87879806344,68825.43939903172
IT,2050,20784.30393104964,165508.01677549144,144723.71284444182,72361.85642222091
LT,2025,0.0,0.0,0.0,0.0
LT,2026,0.0,0.0,0.0,0.0
LT,2027,0.0,0.0,0.0,0.0
LT,2028,0.0,0.0,0.0,0.0
LT,2029,0.0,0.0,0.0,0.0
LT,2030,0.0,0.0,0.0,0.0
LT,2031,0.0,0.0,0.0,0.0
LT,2032,0.0,0.0,0.0,0.0
LT,2033,0.0,0.0,0.0,0.0
LT,2034,0.0,0.0,0.0,0.0
LT,2035,0.0,0.0,0.0,0.0
LT,2036,0.0,0.0,0.0,0.0
LT,2037,0.0,0.0,0.0,0.0
LT,2038,0.0,0.0,0.0,0.0
LT,2039,0.0,0.0,0.0,0.0
LT,2040,0.0,0.0,0.0,0.0
LT,2041,0.0,0.0,0.0,0.0
